registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
JAP-00711,Japan,Imperial Japanese Navy,,IJN,AUX-014,IJN AUX-014,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1975,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00712,Japan,Imperial Japanese Navy,,IJN,AUX-015,IJN AUX-015,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1975,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00676,Japan,Imperial Japanese Navy,,IJN,MCM-011,IJN MCM-011,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1975,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00677,Japan,Imperial Japanese Navy,,IJN,MCM-012,IJN MCM-012,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1975,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00222,Japan,Imperial Japanese Navy,,IJN,I-440,IJN I-440,Type 30 Uzushio,SSK,,Diesel-electric,1975,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00223,Japan,Imperial Japanese Navy,,IJN,I-441,IJN I-441,Type 30 Uzushio,SSK,,Diesel-electric,1975,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00650,Japan,Imperial Japanese Navy,,IJN,L-011,IJN L-011,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00651,Japan,Imperial Japanese Navy,,IJN,L-012,IJN L-012,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00614,Japan,Imperial Japanese Navy,,IJN,PC-017,IJN PC-017,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00615,Japan,Imperial Japanese Navy,,IJN,PC-018,IJN PC-018,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00616,Japan,Imperial Japanese Navy,,IJN,PC-019,IJN PC-019,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00087,Japan,Imperial Japanese Navy,,IJN,DD-42,IJN DD-42,Hatsuyuki,Destroyer,,Gas turbine,1976,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00174,Japan,Imperial Japanese Navy,,IJN,DE-79,IJN DE-79,Yūbari,Frigate,,Gas turbine,1976,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00713,Japan,Imperial Japanese Navy,,IJN,AUX-016,IJN AUX-016,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1976,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00714,Japan,Imperial Japanese Navy,,IJN,AUX-017,IJN AUX-017,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1976,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00678,Japan,Imperial Japanese Navy,,IJN,MCM-013,IJN MCM-013,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00679,Japan,Imperial Japanese Navy,,IJN,MCM-014,IJN MCM-014,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1976,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00259,Japan,Imperial Japanese Navy,,IJN,I-563,IJN I-563,Type 32 guided missile,SSGN,,Nuclear,1976,year,,Not yet commissioned,Active,Active,,9200,,,,Long-range anti-ship and land attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00224,Japan,Imperial Japanese Navy,,IJN,I-442,IJN I-442,Type 30 Uzushio,SSK,,Diesel-electric,1976,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00225,Japan,Imperial Japanese Navy,,IJN,I-443,IJN I-443,Type 30 Uzushio,SSK,,Diesel-electric,1976,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00286,Japan,Imperial Japanese Navy,,IJN,I-490,IJN I-490,Type 36 / I-490,Transport submarine,,Nuclear,1976,year,,Not yet commissioned,Active,Active,,8800,46,,"Unarmed; 96 troops, 220 t cargo, and minisubmarines",Special-force amphibious insertion,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00652,Japan,Imperial Japanese Navy,,IJN,L-013,IJN L-013,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1977,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00617,Japan,Imperial Japanese Navy,,IJN,PC-020,IJN PC-020,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1977,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00618,Japan,Imperial Japanese Navy,,IJN,PC-021,IJN PC-021,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1977,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00043,Japan,Imperial Japanese Navy,Haguro,IJN,,IJN Haguro,Maya command cruiser,Cruiser,,Steam turbine,1977,year,,Not yet commissioned,Active,Active,16500,,,,Eighty missile cells; two helicopters,Fleet command and networked air defense,Japan,,Explicit canon,Naval transcript; class lineage and force table,
JAP-00088,Japan,Imperial Japanese Navy,,IJN,DD-43,IJN DD-43,Hatsuyuki,Destroyer,,Gas turbine,1977,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00089,Japan,Imperial Japanese Navy,,IJN,DD-44,IJN DD-44,Hatsuyuki,Destroyer,,Gas turbine,1977,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00175,Japan,Imperial Japanese Navy,,IJN,DE-80,IJN DE-80,Yūbari,Frigate,,Gas turbine,1977,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00176,Japan,Imperial Japanese Navy,,IJN,DE-81,IJN DE-81,Yūbari,Frigate,,Gas turbine,1977,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00715,Japan,Imperial Japanese Navy,,IJN,AUX-018,IJN AUX-018,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1977,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00716,Japan,Imperial Japanese Navy,,IJN,AUX-019,IJN AUX-019,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1977,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00680,Japan,Imperial Japanese Navy,,IJN,MCM-015,IJN MCM-015,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1977,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00681,Japan,Imperial Japanese Navy,,IJN,MCM-016,IJN MCM-016,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1977,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00260,Japan,Imperial Japanese Navy,,IJN,I-564,IJN I-564,Type 32 guided missile,SSGN,,Nuclear,1977,year,,Not yet commissioned,Active,Active,,9200,,,,Long-range anti-ship and land attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00226,Japan,Imperial Japanese Navy,,IJN,I-444,IJN I-444,Type 30 Uzushio,SSK,,Diesel-electric,1977,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00227,Japan,Imperial Japanese Navy,,IJN,I-445,IJN I-445,Type 30 Uzushio,SSK,,Diesel-electric,1977,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00653,Japan,Imperial Japanese Navy,,IJN,L-014,IJN L-014,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00654,Japan,Imperial Japanese Navy,,IJN,L-015,IJN L-015,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00619,Japan,Imperial Japanese Navy,,IJN,PC-022,IJN PC-022,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00620,Japan,Imperial Japanese Navy,,IJN,PC-023,IJN PC-023,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00621,Japan,Imperial Japanese Navy,,IJN,PC-024,IJN PC-024,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00090,Japan,Imperial Japanese Navy,,IJN,DD-45,IJN DD-45,Hatsuyuki,Destroyer,,Gas turbine,1978,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00177,Japan,Imperial Japanese Navy,,IJN,DE-82,IJN DE-82,Yūbari,Frigate,,Gas turbine,1978,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00717,Japan,Imperial Japanese Navy,,IJN,AUX-020,IJN AUX-020,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1978,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00718,Japan,Imperial Japanese Navy,,IJN,AUX-021,IJN AUX-021,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1978,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00719,Japan,Imperial Japanese Navy,,IJN,AUX-022,IJN AUX-022,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1978,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00682,Japan,Imperial Japanese Navy,,IJN,MCM-017,IJN MCM-017,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00683,Japan,Imperial Japanese Navy,,IJN,MCM-018,IJN MCM-018,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1978,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
